ISBN,Title,Author,Book Type,Original Price,Discount Price,ISBN-10,Published Date,Publisher,Number Of Pages
9780241988794,The Catcher in the Rye,J. D. Salinger,ePUB,15.99,15.99,0241988799,2019-08-13,Penguin Books Ltd,240
9780748111466,Bloodline,Mark Billingham,ePUB,12.99,12.99,0748111468,2009-08-06,"Little, Brown Book Group",352
9780141962016,The Rule of Law,Rt Hon Lord Bingham of Cornhill KG PC FBA Tom Bingham,ePUB,15.99,15.99,0141962011,2011-07-07,Penguin Books Ltd,224
9780330468565,Book not found,,,,,,,,
9780141929552,A Moment of War,Laurie Lee,ePUB,15.99,15.99,0141929553,2000-01-01,Penguin Books Ltd,192
9780571357048,March of the Lemmings Brexit in Print and Performance 2016-2019,Stewart Lee,ePUB,18.69,15.99,0571357040,2019-09-03,Faber & Faber,324
9780743483308,Path of the Assassin Scot Harvath : Book 2,Brad Thor,ePUB,9.99,9.99,0743483308,2003-04-15,Atria Books,384
9780857896315,The Case of the Missing Boyfriend,Nick Alexander,ePUB,5.99,5.99,0857896318,2011-08-01,Corvus,200
9781405522779,The Collector ,Nora Roberts,ePUB,11.99,11.99,1405522771,2014-04-15,"Little, Brown Book Group",496
9781250175816,The Deceivers,Kristen Simmons,ePUB,14.95,11.99,125017581X,2019-02-05,Tor Publishing Group,
9780735214163,Profit First Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,Mike Michalowicz,ePUB,29.14,23.99,0735214166,2017-01-18,Penguin Publishing Group,
9780748110049,Matter Culture: Book 8,Iain M. Banks,ePUB,12.99,12.99,0748110046,2008-09-04,"Little, Brown Book Group",608
9780141963792,If Beale Street Could Talk,James Baldwin,ePUB,15.99,15.99,0141963794,2000-01-01,Penguin Books Ltd,240
9780307792419,Caves of Steel,Isaac Asimov,ePUB,13.19,10.99,0307792412,2011-04-13,Random House Publishing Group,
9780241341049,Everything is Figureoutable The #1 New York Times Bestseller,Marie Forleo,ePUB,4.99,4.99,0241341043,2019-09-12,Penguin Books Ltd,240
9781405934633,The Glass Woman,Caroline Lea,ePUB,15.99,15.99,1405934638,2019-02-07,Penguin Books Ltd,464
9780486113708,The Elements of Style The Original Edition,William Strunk Jr.,ePUB,5.8,5.8,0486113701,2012-03-07,Dover Publications,64
9780356511078,The Labyrinth Index A Laundry Files Novel,Charles Stross,ePUB,12.99,12.99,0356511073,2018-10-30,"Little, Brown Book Group",368
9780751564150,Billy Connolly's Tracks Across America,Billy Connolly,ePUB,19.99,19.99,075156415X,2016-03-31,"Little, Brown Book Group",288
9780759574731,Book not found,,,,,,,,
9781306020275,Book not found,,,,,,,,
9780748123032,Me Talk Pretty One Day,David Sedaris,ePUB,12.99,12.99,0748123032,2010-08-05,"Little, Brown Book Group",288
9780330507073,Book not found,,,,,,,,
9781405527583,The Bones Beneath,Mark Billingham,ePUB,11.99,11.99,1405527587,2014-05-22,"Little, Brown Book Group",400
9780241334225,Brain Freeze World Book Day 2018,Tom Fletcher,ePUB,1.99,1.99,0241334225,2018-02-22,Penguin Random House Children's UK,112
9780061947438,"Mere Christianity A Revised and Amplified Edition, With a New Introduction, of the Three Books, Broadcast Talks, Christian Behaviour, and Beyond Personality",C. S. Lewis,ePUB,5.99,5.99,0061947431,2009-06-02,HarperCollins,256
9780007328918,A Winter's Tale A festive winter read from the bestselling Queen of Christmas romance,Trisha Ashley,ePUB,9.99,9.99,0007328915,2009-05-29,HarperCollins Publishers,416
9781407004563,A Mother's Courage,Dilly Court,ePUB,15.99,15.99,1407004565,2008-09-04,Random House,544
9780755389506,One Cretan Evening and Other Stories,Victoria Hislop,ePUB,3.99,3.99,0755389506,2011-09-15,Headline,72
9780297864547,The Hairy Bikers' 12 Days of Christmas Fabulous Festive Recipes to Feed Your Family and Friends,Hairy Bikers,ePUB,19.99,19.99,0297864548,2010-12-02,Orion,224
9780748132034,Quite Ugly One Morning,Christopher Brookmyre,ePUB,11.99,11.99,0748132031,2011-06-16,"Little, Brown Book Group",320
9780748121779,Immortal in Death In Death: Book 3,J.D. Robb,ePUB,11.99,11.99,0748121773,2010-10-07,"Little, Brown Book Group",352
9780316310444,Book not found,,,,,,,,
9780241969564,The Tea Planter's Wife The mesmerising escapist historical romance that became a No.1 Sunday Times bestseller,Dinah Jefferies,ePUB,15.99,15.99,0241969565,2015-09-03,Penguin Books Ltd,386
9780755357208,The Legion (Eagles of the Empire 10) Cato & Macro: Book 10,Simon Scarrow,ePUB,12.99,12.99,0755357205,2010-11-11,Headline,448
9780571339150,Ayoade on Top,Richard Ayoade,ePUB,14.29,12.99,0571339158,2019-09-03,Faber & Faber,256
9780575097599,Rivers of London Book 1 in the #1 bestselling Rivers of London series,Ben Aaronovitch,ePUB,11.99,11.99,0575097590,2011-01-10,Orion,384
9780241243688,Village Christmas And Other Notes on the English Year,Laurie Lee,ePUB,14.99,14.99,0241243688,2015-11-05,Penguin Books Ltd,200
9780062982735,Book not found,,,,,,,,
9781405928571,Into the Fire,Gregg Hurwitz,ePUB,15.99,15.99,1405928573,2020-02-20,Penguin Books Ltd,400
9780753549049,The Bracelet Erotic Romance,Fredrica Alleyn,ePUB,16.99,16.99,0753549042,2013-04-11,Ebury Publishing,320
9780141964072,Belle,Lesley Pearse,ePUB,15.99,15.99,0141964073,2011-02-03,Penguin Books Ltd,624
9780141386041,Revolting Rhymers Competition Winners,Quentin Blake (Illustrator),ePUB,,,0141386045,2017-02-06,Penguin Random House Children's UK,32
9780748129454,Rafa My Story,"Rafael Nadal, John Carlin",ePUB,12.99,12.99,0748129456,2011-08-18,"Little, Brown Book Group",320
9780141939230,White Teeth,Zadie Smith,ePUB,15.99,15.99,0141939230,2001-01-25,Penguin Books Ltd,560
9781401944865,You Are the Placebo Making Your Mind Matter,Dr. Joe Dispenza,ePUB,27.86,22.99,1401944868,2014-04-29,Hay House,
9780241981368,"An Almost Perfect Christmas A hilarious Christmas read from bestselling author of Love, Nina",Nina Stibbe,ePUB,15.99,15.99,0241981360,2017-11-02,Penguin Books Ltd,176
9781370912865,Book not found,,,,,,,,
9781473573222,The Children's Block Based on a true story by an Auschwitz survivor,Otto B Kraus,ePUB,15.99,15.99,147357322X,2019-10-17,Ebury Publishing,320
9780241404171,How Not to Be a Professional Racing Driver,Jason Plato,ePUB,14.99,14.99,0241404177,2019-09-19,Penguin Books Ltd,304
9780547249643,1984,George Orwell,ePUB,9.99,9.99,0547249640,2013-09-03,HarperCollins,
9780544187610,The Paleo Diet Revised Lose Weight and Get Healthy by Eating the Foods You Were Designed to Eat,Loren Cordain,ePUB,29.69,23.99,054418761X,2024-02-27,HarperCollins,288
9780230768130,Book not found,,,,,,,,
9780330473323,Book not found,,,,,,,,
9780307792419,Caves of Steel,Isaac Asimov,ePUB,13.19,10.99,0307792412,2011-04-13,Random House Publishing Group,
9781405909969,Billy and Me,Giovanna Fletcher,ePUB,15.99,15.99,140590996X,2013-05-23,Penguin Books Ltd,416
9780830844135,John The Gospel of Wisdom,Michael Card,Paperback,37.07,37.07,0830844139,2014-07-14,INTER VARSITY PR              ,237
9781387629923,Book not found,,,,,,,,
9781407035284,Thief Of Time (Discworld Novel 26),Terry Pratchett,ePUB,15.99,15.99,1407035282,2008-10-09,Transworld,432
9781405912990,On Dublin Street,Samantha Young,ePUB,15.99,15.99,1405912995,2012-10-25,Penguin Books Ltd,416
9780842313940,Hinds' Feet on High Places,Hannah Hurnard,Hardcover,28.99,26.25,084231394X,1986-07-25,TYNDALE PUB                   ,320
9780842384896,Book not found,,,,,,,,
9780307414144,Book not found,,,,,,,,
9780992984915,"Dominic Slater Brothers, #1",L.A. Casey,ePUB,4.99,4.99,0992984912,2016-03-13,?L.A. Casey,
9780575091511,Before They Are Hanged : First Law First Law: Book Two,Joe Abercrombie,ePUB,12.99,12.99,0575091517,2009-06-18,Orion,592
9780141935386,Be As You Are The spiritual teachings and wisdom of Sri Ramana Maharshi,"David Godman, Sri Ramana Maharshi",ePUB,14.99,14.99,0141935383,2000-01-01,Penguin Books Ltd,272
9780241146422,Underland A Deep Time Journey,Robert Macfarlane,ePUB,16.99,16.99,0241146429,2019-05-02,Penguin Books Ltd,496
9780755374076,Goodnight Lady A compelling thriller of power and corruption,Martina Cole,Paperback,24.99,21.75,075537407X,2011-01-01,Headline,832
9781407034737,Moving Pictures (Discworld Novel 10),Terry Pratchett,ePUB,15.99,15.99,1407034731,2009-05-27,Transworld,400
9780768403053,Gateway to the Seer Realm Look Again to See Beyond the Natural,Barbie Breathitt,Paperback,32.63,32.63,0768403057,2012-08-21,DESTINY IMAGE INC             ,316
9781405914970,Pop Goes the Weasel DI Helen Grace 2,M. J. Arlidge,ePUB,15.99,15.99,1405914971,2014-09-11,Penguin Books Ltd,464
9780765377081,The Dark Forest,"Cixin Liu, Joel Martinsen (Translator)",Hardcover,52.25,52.25,076537708X,2015-08-11,Tor Books,512
9780141903989,Giovanni's Room,"James Baldwin, Caryl Phillips (Introduction by)",ePUB,15.99,15.99,0141903988,2001-10-04,Penguin Books Ltd,176
9781311796653,Book not found,,,,,,,,
9780141909417,Book not found,,,,,,,,
9781407070742,A Mistletoe Kiss World War 2 Saga,Katie Flynn,ePUB,15.99,15.99,1407070746,2010-08-05,Random House,448
9780141923680,Book not found,,,,,,,,
9780141928982,Hornblower and the Crisis,C.S. Forester,ePUB,15.99,15.99,0141928980,2006-10-05,Penguin Books Ltd,176
9780141926100,Stalingrad,Antony Beevor,ePUB,15.99,15.99,0141926104,2007-10-04,Penguin Books Ltd,512
9781407034966,Interesting Times (Discworld Novel 17),Terry Pratchett,ePUB,14.99,14.99,1407034960,2008-12-05,Transworld,432
9780141905693,The Diary of a Nobody,"George Grossmith, Weedon Grossmith, Weedon Grossmith (Illustrator), Ed Glinert (Introduction by), Ed Glinert",ePUB,10.99,10.99,0141905697,2000-01-01,Penguin Books Ltd,256
9781250303554,Permafrost,Alastair Reynolds,ePUB,6.22,5.99,1250303559,2019-03-19,Tor Publishing Group,
9781405923590,The Woman Who Walked into the Sea,Mark Douglas-Home,ePUB,15.99,15.99,1405923598,2016-01-14,Penguin Books Ltd,336
9781408820858,Kitchen Confidential,Anthony Bourdain,ePUB,19.99,17.99,1408820854,2010-12-20,Bloomsbury Publishing,336
9780463208823,Bless Her Dead Heart,Meg Collett,ePUB,1.39,1.39,046320882X,2019-07-24,Meg Collett,
9780748122868,The Enemy (Victor the Assassin 2),Tom Wood,ePUB,16.99,16.99,0748122869,2012-03-13,"Little, Brown Book Group",400
9780141929569,A Wrinkle in Time,Madeleine L'Engle,ePUB,9.99,9.99,0141929561,2007-11-01,Penguin Random House Children's UK,208
9780571328277,The Legend of Podkin One-Ear WINNER - BLUE PETER BOOK AWARD,"Kieran Larwood, David Wyatt (Illustrator)",ePUB,10.99,9.99,057132827X,2016-10-04,Faber & Faber,288
9780141347738,Book not found,,,,,,,,
9780141933412,A Spell of Winter WINNER OF THE WOMEN'S PRIZE FOR FICTION,Helen Dunmore,ePUB,15.99,15.99,0141933410,2007-10-25,Penguin Books Ltd,320
9780385539265,Book not found,,,,,,,,
9781407034690,Guards! Guards! (Discworld Novel 8),Terry Pratchett,ePUB,14.99,14.99,1407034693,2008-12-16,Transworld,432
9780241322536,Smiley's People George Smiley: Book 7,John le Carré,ePUB,15.99,15.99,0241322537,2018-09-27,Penguin Books Ltd,464
9780759520844,Healing Back Pain The Mind-Body Connection,John E. Sarno,ePUB,12.99,12.99,0759520844,2001-03-15,Grand Central Publishing,300
9780141369709,Jolly Foul Play A Murder Most Unladylike Mystery,Robin Stevens,ePUB,9.99,9.99,0141369701,2016-03-24,Penguin Random House Children's UK,336
9780857203090,"One by One A brilliant serial killer thriller, featuring the unstoppable Robert Hunter",Chris Carter,ePUB,16.99,16.99,0857203096,2013-08-15,Simon & Schuster UK,512
9780761187042,The Complete Book of Chalk Lettering Create and Develop Your Own Style - INCLUDES 3 BUILT-IN CHALKBOARDS,Valerie McKeehan,ePUB,23.99,23.99,0761187049,2015-10-06,Workman Publishing Company,144
9781405523127,Cross and Burn Tony Hill & Carol Jordan: Book 8,Val McDermid,ePUB,11.99,11.99,1405523123,2013-10-10,"Little, Brown Book Group",448
9781405943147,"Ask Again, Yes The gripping, emotional and life-affirming New York Times bestseller",Mary Beth Keane,ePUB,15.99,15.99,1405943149,2019-08-08,Penguin Books Ltd,400
9780834821033,Book not found,,,,,,,,
9780307416315,Book not found,,,,,,,,
9781409021315,Lustrum From the Sunday Times bestselling author,Robert Harris,ePUB,15.99,15.99,1409021319,2010-09-07,Random House,464
9780748129027,What's Tha Up To? Memories of a Yorkshire Bobby,Martyn Johnson,ePUB,12.99,12.99,0748129022,2011-09-15,"Little, Brown Book Group",192
9780141969183,Me Before You The Number One Bestseller,Jojo Moyes,ePUB,15.99,15.99,0141969180,2012-01-02,Penguin Books Ltd,528
9780748110612,The No. 1 Ladies' Detective Agency No. 1 Ladies Detective Agency: Book 1,Alexander McCall Smith,ePUB,11.99,11.99,0748110615,2008-10-02,"Little, Brown Book Group",256
9780230757073,Book not found,,,,,,,,
9780698198586,Book not found,,,,,,,,
9780748112883,Princeps' Fury The Codex Alera: Book Five,Jim Butcher,ePUB,11.99,11.99,074811288X,2009-12-03,"Little, Brown Book Group",512
9781310928338,Pathfinder's Way,T.A. White,ePUB,4.15,4.15,1310928339,2016-04-20,T.A. White,
9780765376732,Book not found,,,,,,,,
9780994865137,Book not found,,,,,,,,
9780743273565,The Great Gatsby,F. Scott Fitzgerald,Paperback,30.25,30.25,0743273567,2004-10-01,SCRIBNER BOOKS CO             ,180
9780061739255,Book not found,,,,,,,,
9780061804038,Barbarians at the Gate The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",ePUB,6.99,6.99,0061804037,2009-10-13,HarperCollins,624
9781407070049,Bones to Ashes (Temperance Brennan 10),Kathy Reichs,ePUB,15.99,15.99,1407070045,2010-04-27,Random House,464
9780547345901,The Giver A Newbery Award Winner,Lois Lowry,ePUB,5.99,5.99,0547345909,2000-01-01,HarperCollins,192
9781282547674,Book not found,,,,,,,,
9781328662088,Book not found,,,,,,,,
9780241383117,Bad Behavior,Mary Gaitskill,ePUB,15.99,15.99,0241383110,2019-05-02,Penguin Books Ltd,208
9780446179669,4th of July Women's Murder Club Series : Book 4,"James Patterson, Maxine Paetro",Paperback,36.4,36.4,0446179663,2008-07-01,GRAND CENTRAL PUBL            ,400
9781393267447,Book not found,,,,,,,,
9780060882662,Book not found,,,,,,,,
9780349401874,Air Bound Sisters of the Heart Series: Book Three,Christine Feehan,ePUB,7.99,7.99,034940187X,2014-05-27,"Little, Brown Book Group",400
9780230761230,Book not found,,,,,,,,
9780241977613,The Man Who Saw Everything,Deborah Levy,ePUB,15.99,15.99,0241977614,2019-08-29,Penguin Books Ltd,208
9780241984000,The Last The post-apocalyptic thriller that will keep you up all night,Hanna Jameson,ePUB,15.99,15.99,0241984009,2019-01-24,Penguin Books Ltd,352
9780755387069,2nd Chance,"James Patterson, Andrew Gross",ePUB,12.99,12.99,0755387066,2011-06-23,Headline,340
9780755385744,The Misfit An abandoned baby. A damaged child. A search for happiness.,Rosie Goodwin,ePUB,11.99,11.99,0755385748,2012-05-10,Headline,313
9781101533116,The Bride Lairds' Brides : Book 1,Julie Garwood,ePUB,17.14,13.99,1101533110,2011-06-07,Penguin Publishing Group,1
9780007327645,"Dead Beat (PI Kate Brannigan, Book 1)",Val McDermid,ePUB,12.99,12.99,0007327641,2009-05-22,HarperCollins Publishers,288
9780648324652,Demon's Dance,Keri Arthur,ePUB,6.99,6.99,0648324656,2019-02-12,KA Publishing PTY LTD,
9780230739161,Book not found,,,,,,,,
9781509865437,Book not found,,,,,,,,
9780141904108,Mrs Dalloway Penguin Classics,"Virginia Woolf, Stella McNichol (Editor), Elaine Showalter",ePUB,10.99,10.99,0141904100,2000-05-25,Penguin Books Ltd,288
9780141957074,"The End Germany, 1944-45",Ian Kershaw,ePUB,16.99,16.99,0141957077,2011-08-25,Penguin Books Ltd,592
9781405519229,The Casual Vacancy,J.K. Rowling,ePUB,12.99,12.99,1405519223,2012-09-27,"Little, Brown Book Group",480
9780230760653,Book not found,,,,,,,,
9780356500959,Cold Days Dresden Files : Book 14,Jim Butcher,Paperback,20.4,20.4,0356500950,2013-09-10,Little Brown,646
9780748124800,Shutter Island,Dennis Lehane,ePUB,11.99,11.99,0748124802,2010-10-21,"Little, Brown Book Group",304
9780755371365,Whatever It Takes The unputdownable hit from the Sunday Times bestselling author of BOTH OF YOU,Adele Parks,ePUB,12.99,12.99,0755371364,2012-06-21,Headline,377
9780007338672,"Sharpe's Gold The Destruction of Almeida, August 1810 (The Sharpe Series, Book 9)",Bernard Cornwell,ePUB,12.99,12.99,0007338678,2009-07-24,HarperCollins Publishers,304
9780141959238,The Ship,C.S. Forester,ePUB,15.99,15.99,0141959231,2006-10-05,Penguin Books Ltd,256
9780755373260,Silent Scream (The Minneapolis Series Book 2),Karen Rose,ePUB,11.99,11.99,075537326X,2010-05-13,Headline,544
9781301917099,Afghan Heat SAS Operations in Afghanistan,Steve Stone,ePUB,5.18,5.18,1301917095,2016-02-02,Digital Dreams Publishing,
9780691189970,Book not found,,,,,,,,
9780755384808,The Book of Life (All Souls 3),Deborah Harkness,ePUB,12.99,12.99,0755384806,2014-07-15,Headline,592
9781405909914,Dark Watch Oregon Files #3,"Clive Cussler, Jack du Brul",ePUB,14.99,14.99,1405909919,2012-07-05,Penguin Books Ltd,496
9780571323777,Grief Is the Thing with Feathers,Max Porter,ePUB,14.29,12.99,0571323774,2015-09-15,Faber & Faber,96
9780761168935,Keep Your Brain Alive 83 Neurobic Exercises to Help Prevent Memory Loss and Increase Mental Fitness,"Lawrence Katz, Manning Rubin",Paperback,20.25,20.25,0761168931,2014-06-02,Workman,204
9781250229786,Silver in the Wood,Emily Tesh,ePUB,6.22,5.99,1250229782,2019-06-18,Tor Publishing Group,
9780307414311,Book not found,,,,,,,,
9780804179041,Book not found,,,,,,,,
9780241398333,A Short History of Brexit From Brentry to Backstop,Kevin O'Rourke,ePUB,15.99,15.99,0241398339,2019-01-31,Penguin Books Ltd,320
9780007329052,Wedding Tiers,Trisha Ashley,ePUB,8.99,8.99,0007329059,2009-05-29,HarperCollins Publishers,416
9780241321942,Absolute Friends,John le Carré,ePUB,15.99,15.99,0241321948,2018-09-27,Penguin Books Ltd,464
9780575087491,Blood of Elves The bestselling novel which inspired season 2 of Netflix's The Witcher,"Andrzej Sapkowski, Danusia Stok (Translator)",ePUB,12.99,12.99,0575087498,2010-08-19,Orion,320
9781405519946,Promise of Blood Book 1 in the Powder Mage trilogy,Brian McClellan,ePUB,11.99,11.99,1405519940,2013-04-16,"Little, Brown Book Group",608
9780648264873,Book not found,,,,,,,,
9780141938264,A Dark-Adapted Eye,Barbara Vine,ePUB,15.99,15.99,0141938269,2009-05-07,Penguin Books Ltd,304
9780316230209,Book not found,,,,,,,,
9780141952000,Making Sense of the Troubles A History of the Northern Ireland Conflict,"David McKittrick, David McVea",ePUB,18.99,18.99,0141952008,2001-11-29,Penguin Books Ltd,416
9781310157202,Book not found,,,,,,,,
9781405944038,Ambush (Previously titled Blood Forest),Geraint Jones,ePUB,15.99,15.99,140594403X,2019-12-12,Penguin Books Ltd,400
9780575122796,Dune: The Gateway Collection The inspiration for the blockbuster film,Frank Herbert,ePUB,59.99,59.99,057512279X,2012-11-30,Orion,800
9780751555752,Never Somewhere Else Book 1 in the Sunday Times bestselling detective series,Alex Gray,ePUB,12.99,12.99,0751555754,2013-10-31,"Little, Brown Book Group",320
9780356509303,Sins of Empire,Brian McClellan,ePUB,12.99,12.99,0356509303,2017-03-07,"Little, Brown Book Group",640
9780544465619,Curious George Haunted Halloween,H. A. Rey,ePUB,2.99,2.99,054446561X,2014-06-17,HarperCollins,24
9780241404300,Don't Be Evil The Case Against Big Tech,Rana Foroohar,ePUB,16.99,16.99,0241404304,2019-11-07,Penguin Books Ltd,256
9780752876788,Book not found,,,,,,,,
9780547769332,The Goodnight Train,"June Sobel, Laura Huliska-Beith (Illustrator)",ePUB,11.99,11.99,0547769334,2006-09-01,HarperCollins,32
9781393148548,"Bullied Bullied, #1",Vera Hollins,ePUB,4.29,4.29,1393148549,2019-08-27,?Vera Hollins,
9780241961544,Survivor A gripping and emotional story from the bestselling author of Stolen,Lesley Pearse,ePUB,15.99,15.99,0241961548,2014-02-13,Penguin Books Ltd,544
9780571338764,Milkman WINNER OF THE MAN BOOKER PRIZE 2018,Anna Burns,ePUB,16.49,14.99,0571338763,2018-05-15,Faber & Faber,352
9780141910048,"The Rotters' Club 'One of those sweeping, ambitious yet hugely readable, moving, richly comic novels' Daily Telegraph",Jonathan Coe,ePUB,15.99,15.99,0141910046,2008-05-28,Penguin Books Ltd,416
9781841498959,Surface Detail Culture: Book 9,Iain M Banks,Paperback,22.99,20.35,1841498955,2011-05-31,Little Brown,640
9780241382929,Lessons in Stoicism What Ancient Philosophers Teach Us about How to Live,John Sellars,ePUB,14.99,14.99,0241382920,2019-09-05,Penguin Books Ltd,96
9780241981320,Middle England Winner of the Costa Novel Award 2019,Jonathan Coe,ePUB,15.99,15.99,0241981328,2018-11-08,Penguin Books Ltd,368
9780241283936,The Little Book of Hygge The Danish Way to Live Well: The Million Copy Bestseller,Meik Wiking,ePUB,15.99,15.99,0241283930,2016-09-01,Penguin Books Ltd,288
9780141972244,Call for the Dead George Smiley: Book 1,John le Carré,ePUB,15.99,15.99,0141972246,2011-11-03,Penguin Books Ltd,160
9780230754737,Book not found,,,,,,,,
9781101623695,Book not found,,,,,,,,
9780748122981,Abaddon's Gate Expanse: Book 3,James S. A. Corey,ePUB,12.99,12.99,0748122982,2013-06-04,"Little, Brown Book Group",560
9780141969190,The Girl You Left Behind,Jojo Moyes,ePUB,15.99,15.99,0141969199,2012-09-27,Penguin Books Ltd,544
9780230743847,Book not found,,,,,,,,
9780753545195,The Volunteer The True Story of the Resistance Hero who Infiltrated Auschwitz - Costa Book of the Year 2019,Jack Fairweather,ePUB,18.99,18.99,0753545195,2019-06-27,Ebury Publishing,528
9780330513173,Book not found,,,,,,,,
9780857207296,How to Win Friends and Influence People in the Digital Age,Dale Carnegie Training,ePUB,12.99,12.99,0857207296,2011-09-29,Simon & Schuster UK,272
9780307796103,Book not found,,,,,,,,
9780141353975,Katy,Jacqueline Wilson,ePUB,9.99,9.99,014135397X,2015-07-30,Penguin Random House Children's UK,320
9780230770096,Book not found,,,,,,,,
9780857899767,False God of Rome VESPASIAN III,Robert Fabbri,ePUB,7.49,6.99,0857899767,2013-01-01,Corvus,300
9781405917902,Wish You Were Here,Catherine Alliott,ePUB,15.99,15.99,1405917903,2015-02-26,Penguin Books Ltd,416
9781328561770,Book not found,,,,,,,,
9780141963624,The Spy Who Came in from the Cold George Smiley: Book 3,"John le Carré, William Boyd (Introduction by)",ePUB,15.99,15.99,014196362X,2011-02-24,Penguin Books Ltd,272
9780571336234,I Am Dynamite! A Life of Friedrich Nietzsche,Sue Prideaux,ePUB,16.49,14.99,057133623X,2018-10-02,Faber & Faber,416
9780141925912,The Blank Slate The Modern Denial of Human Nature,Steven Pinker,ePUB,18.99,18.99,0141925914,2003-06-05,Penguin Books Ltd,528
9780141347790,Book not found,,,,,,,,
9780316436489,"Billion Dollar Whale The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",ePUB,23.99,23.99,0316436488,2018-09-18,Hachette Books,400
9781405921824,The Penguin Lessons,Tom Michell,ePUB,14.99,14.99,140592182X,2015-11-05,Penguin Books Ltd,288
9780748125715,The Secret Diaries Of Miss Anne Lister: Vol. 1 The extraordinary story of the first modern lesbian whose diaries 'changed everything' Emma Donoghue,"Anne Lister, Helena Whitbread (Editor)",ePUB,12.99,12.99,074812571X,2010-11-04,"Little, Brown Book Group",384
9780132100670,Book not found,,,,,,,,
9780241188828,The Value of Everything Making and Taking in the Global Economy,Mariana Mazzucato,ePUB,15.99,15.99,0241188822,2018-04-26,Penguin Books Ltd,256
9781370239290,Endgame An Ocean Bay Standalone Novel,Chloe Walsh,ePUB,7.59,7.59,1370239297,2023-03-23,Chloe Walsh,
9781405929813,Christmas with the Bomb Girls The perfect Christmas wartime story to cosy up with this year,Daisy Styles,ePUB,15.99,15.99,1405929812,2017-10-19,Penguin Books Ltd,400
9781301652815,Auschwitz Escape The Klara Wizel Story,Danny Naten,ePUB,4.18,4.18,1301652814,2015-05-11,Danny Naten,
9780814413470,Reinvention How to Make the Rest of Your Life the Best of Your Life,Brian Tracy,ePUB,2.99,2.99,0814413471,2009-01-30,AMACOM,224
9781101585658,Book not found,,,,,,,,
9780297857020,"Heaven And Hell My Life In The Eagles, 1974-2001",Don Felder,ePUB,17.99,17.99,0297857029,2008-09-18,Orion,352
9781310761898,Book not found,,,,,,,,
9781101175293,Book not found,,,,,,,,
9780544553729,Book not found,,,,,,,,
9780007320936,Child of the Phoenix,Barbara Erskine,ePUB,10.99,10.99,0007320930,2009-03-13,HarperCollins Publishers,944
9780804141116,Book not found,,,,,,,,
9780230760615,Book not found,,,,,,,,
9780385528849,Night Shift,Stephen King,ePUB,16.12,12.99,0385528841,2008-06-24,Knopf Doubleday Publishing Group,
9780938045878,The Naked Warrior Master the Secrets of the super-Strong--Using Bodyweight Exercises Only,Pavel Tsatsouline,ePUB,14.66,13.99,0938045873,2003-12-01,Dragon Door Publications,218
9781407068305,Out Of The Sun from the BBC 2 Between the Covers author Robert Goddard,Robert Goddard,ePUB,14.99,14.99,140706830X,2010-03-30,Transworld,432
9780230768123,Book not found,,,,,,,,
9780307490247,Book not found,,,,,,,,
9780544562363,"The Fully Raw Diet 21 Days to Better Health, with Meal and Exercise Plans, Tips, and 75 Recipes",Kristina Carrillo-Bucaram,ePUB,34.99,34.99,0544562364,2016-01-05,HarperCollins,272
9780316183208,Book not found,,,,,,,,
9780241987803,State of the Union A Marriage in Ten Parts,Nick Hornby,ePUB,15.99,15.99,0241987806,2019-05-07,Penguin Books Ltd,140
9780141927138,The Far Pavilions,M M Kaye,ePUB,15.99,15.99,0141927135,2000-01-01,Penguin Books Ltd,960
9780755357222,The Blood Crows Cato & Macro: Book 12,Simon Scarrow,ePUB,11.99,11.99,0755357221,2013-10-24,Headline,448
9780943217123,The Tibetan Book of the Dead,Karma-glin-pa (Karma Lingpa),ePUB,4.39,4.39,0943217121,2010-09-13,Summum,
9780061947353,Book not found,,,,,,,,
9781304378088,Book not found,,,,,,,,
9780716022527,The Curry Secret How to Cook Real Indian Restaurant Meals at Home,Kris Dhillon,ePUB,6.99,6.99,0716022524,2009-10-09,"Little, Brown Book Group",160
9780718186395,Trust No One I Am Pilgrim meets Orphan X in this explosive thriller. You won't be able to put it down,Anthony Mosawi,ePUB,15.99,15.99,0718186397,2018-06-01,Penguin Books Ltd,400
9780141365855,Book not found,,,,,,,,
9780575104181,Steelheart,Brandon Sanderson,ePUB,11.99,11.99,057510418X,2013-09-26,Orion,400
9780755399611,A Liverpool Legacy An unexpected tragedy forces a family to fight for survival...,Anne Baker,ePUB,11.99,11.99,0755399617,2013-11-21,Headline,384
9780141930961,A Load of Old Tripe,Gervase Phinn,ePUB,14.99,14.99,0141930969,2009-11-05,Penguin Books Ltd,144
9780141185071,East of Eden ,John Steinbeck,Paperback,22.99,20.35,0141185074,2003-10-01,Penguin UK,640
9780748109258,Black Notice,Patricia Cornwell,ePUB,11.99,11.99,0748109250,2008-09-04,"Little, Brown Book Group",480
9780698140325,A Grave Matter,Anna Lee Huber,ePUB,13.7,11.99,069814032X,2014-07-01,Penguin Publishing Group,1
9781118968079,Value Proposition Design How to Create Products and Services Customers Want,,PDF,41.79,41.79,1118968077,2014-10-20,Wiley Professional Development (P&T),
9780241396940,Book not found,,,,,,,,
